,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
2012-12-19,59.5,59.7,59.16,59.16,59.16,13,0.0,1.0
2012-12-20,59.67,59.7,59.6,59.6,59.6,17,0.0,1.0
2012-12-21,60.0,61.0,59.09,59.09,59.09,41,0.0,1.0
2012-12-26,59.84,61.44,59.84,59.84,59.84,36,0.0,1.0
2012-12-27,60.26,60.56,59.0,59.0,59.0,34,0.0,1.0
2012-12-28,59.65,60.07,59.65,59.65,59.65,13,0.0,1.0
2013-01-02,61.5,61.99,61.5,61.5,61.5,53,0.0,1.0
2013-01-03,62.05,62.08,62.05,62.05,62.05,18,0.0,1.0
2013-01-04,61.92,62.0,61.3,61.3,61.3,95,0.0,1.0
2013-01-07,61.86,62.58,60.72,60.72,60.72,37,0.0,1.0
2013-01-08,60.29,62.74,60.0,60.0,60.0,30,0.0,1.0
2013-01-09,60.3,60.55,59.91,59.91,59.91,13,0.0,1.0
2013-01-10,60.38,60.38,60.38,60.38,60.38,8,0.0,1.0
2013-01-11,60.23,60.23,60.15,60.15,60.15,6,0.0,1.0
2013-01-14,60.6,61.5,60.6,60.6,60.6,29,0.0,1.0
2013-01-15,61.0,62.57,61.0,61.0,61.0,12,0.0,1.0
2013-01-16,60.68,62.57,60.68,60.68,60.68,37,0.0,1.0
2013-01-17,60.97,61.0,60.7,60.7,60.7,29,0.0,1.0
2013-01-18,61.38,61.38,61.38,61.38,61.38,23,0.0,1.0
2013-01-21,60.79,60.79,60.79,60.79,60.79,20,0.0,1.0
2013-01-22,60.73,61.09,60.34,60.34,60.34,62,0.0,1.0
2013-01-23,62.49,62.49,62.49,62.49,62.49,42,0.0,1.0
2013-01-24,60.81,60.95,60.24,60.24,60.24,31,0.0,1.0
2013-01-28,59.95,60.0,58.9,58.9,58.9,36,0.0,1.0
2013-01-29,58.92,59.5,58.92,58.92,58.92,10,0.0,1.0
2013-01-30,58.57,59.0,58.57,58.57,58.57,21,0.0,1.0
2013-01-31,58.15,60.81,58.15,58.15,58.15,57,0.0,1.0
2013-02-01,60.1,60.1,59.49,59.49,59.49,10,0.0,1.0
2013-02-04,59.0,59.0,58.32,58.32,58.32,9,0.0,1.0
2013-02-05,58.4,62.08,58.14,58.14,58.14,31,0.0,1.0
2013-02-06,57.65,58.06,57.65,57.65,57.65,34,0.0,1.0
2013-02-07,57.79,60.2,57.1,57.1,57.1,75,0.0,1.0
2013-02-08,57.18,59.92,57.1,57.1,57.1,34,0.0,1.0
2013-02-13,57.55,59.01,57.2,57.2,57.2,25,0.0,1.0
2013-02-14,57.27,57.27,56.79,56.79,56.79,41,0.0,1.0
2013-02-15,57.32,57.32,56.77,56.77,56.77,32,0.0,1.0
2013-02-18,56.55,56.55,56.5,56.5,56.5,6,0.0,1.0
2013-02-19,56.54,56.75,56.0,56.0,56.0,50,0.0,1.0
2013-02-20,56.1,56.15,54.0,54.0,54.0,98,0.0,1.0
2013-02-21,56.0,56.0,54.67,54.67,54.67,37,0.0,1.0
2013-02-22,55.0,55.42,55.0,55.0,55.0,21,0.0,1.0
2013-02-25,58.95,58.95,55.42,55.42,55.42,31,0.0,1.0
2013-02-26,55.3,55.52,54.83,54.83,54.83,27,0.0,1.0
2013-02-27,55.51,57.12,55.51,55.51,55.51,48,0.0,1.0
2013-02-28,55.78,57.11,55.73,55.73,55.73,68,0.0,1.0
2013-03-01,55.67,60.0,55.67,55.67,55.67,31,0.0,1.0
2013-03-04,56.0,56.0,55.13,55.13,55.13,34,0.0,1.0
2013-03-05,55.74,56.0,55.74,55.74,55.74,56,0.0,1.0
2013-03-06,55.9,55.9,55.9,55.9,55.9,24,0.0,1.0
2013-03-07,57.64,58.85,57.64,57.64,57.64,41,0.0,1.0
2013-03-08,57.5,57.6,57.2,57.2,57.2,51,0.0,1.0
2013-03-11,57.15,57.9,56.5,56.5,56.5,25,0.0,1.0
2013-03-12,57.1,58.0,57.1,57.1,57.1,50,0.0,1.0
2013-03-13,56.0,58.2,56.0,56.0,56.0,66,0.0,1.0
2013-03-14,56.0,56.0,55.61,55.61,55.61,40,0.0,1.0
2013-03-15,56.81,56.84,56.81,56.81,56.81,35,0.0,1.0
2013-03-18,55.5,55.5,55.5,55.5,55.5,13,0.0,1.0
2013-03-19,56.48,56.53,55.01,55.01,55.01,22,0.0,1.0
2013-03-20,55.65,55.65,55.0,55.0,55.0,42,0.0,1.0
2013-03-21,55.0,57.36,55.0,55.0,55.0,34,0.0,1.0
2013-03-22,54.46,54.6,54.0,54.0,54.0,13,0.0,1.0
2013-03-25,54.19,54.19,53.66,53.66,53.66,60,0.0,1.0
2013-03-26,54.7,55.63,54.7,54.7,54.7,63,0.0,1.0
2013-03-27,54.93,54.93,54.93,54.93,54.93,19,0.0,1.0
2013-03-28,55.09,55.17,53.5,53.5,53.5,17,0.0,1.0
2013-04-01,55.05,58.85,54.61,54.61,54.61,55,0.0,1.0
2013-04-02,54.8,54.8,53.86,53.86,53.86,53,0.0,1.0
2013-04-03,54.11,54.11,54.11,54.11,54.11,17,0.0,1.0
2013-04-04,54.07,54.45,52.58,52.58,52.58,16,0.0,1.0
2013-04-05,55.99,55.99,55.99,55.99,55.99,28,0.0,1.0
2013-04-08,54.08,54.08,52.57,52.57,52.57,23,0.0,1.0
2013-04-09,55.62,55.62,55.62,55.62,55.62,26,0.0,1.0
2013-04-10,55.51,55.75,55.51,55.51,55.51,34,0.0,1.0
2013-04-11,56.6,56.6,56.6,56.6,56.6,99,0.0,1.0
2013-04-12,53.86,54.76,53.78,53.78,53.78,30,0.0,1.0
2013-04-15,53.73,53.73,52.45,52.45,52.45,34,0.0,1.0
2013-04-16,52.31,53.8,52.31,52.31,52.31,45,0.0,1.0
2013-04-17,52.87,53.4,51.62,51.62,51.62,44,0.0,1.0
2013-04-18,51.99,51.99,51.99,51.99,51.99,17,0.0,1.0
2013-04-19,52.0,54.91,52.0,52.0,52.0,26,0.0,1.0
2013-04-22,54.04,54.04,54.04,54.04,54.04,34,0.0,1.0
2013-04-23,53.9,54.03,53.9,53.9,53.9,24,0.0,1.0
2013-04-24,53.73,54.17,53.69,53.69,53.69,32,0.0,1.0
2013-04-25,53.82,55.0,53.77,53.77,53.77,24,0.0,1.0
2013-04-26,53.65,55.54,53.35,53.35,53.35,30,0.0,1.0
2013-04-29,54.5,54.5,54.5,54.5,54.5,22,0.0,1.0
2013-04-30,54.38,54.38,54.38,54.38,54.38,28,0.0,1.0
2013-05-02,54.94,54.94,52.05,52.05,52.05,15,0.0,1.0
2013-05-03,55.0,55.0,55.0,55.0,55.0,18,0.0,1.0
2013-05-06,54.15,54.15,53.16,53.16,53.16,29,0.0,1.0
2013-05-07,55.5,55.63,55.5,55.5,55.5,32,0.0,1.0
2013-05-08,54.9,55.3,54.9,54.9,54.9,38,0.0,1.0
2013-05-09,54.5,54.5,54.3,54.3,54.3,25,0.0,1.0
2013-05-10,53.91,54.89,51.88,51.88,51.88,31,0.0,1.0
2013-05-13,53.81,53.91,52.17,53.91,53.91,24,0.0,1.0
2013-05-14,53.3,54.89,53.3,53.3,53.3,26,0.0,1.0
2013-05-15,54.9,54.9,52.21,52.21,52.21,23,0.0,1.0
2013-05-16,54.12,54.89,53.75,53.78,53.78,21,0.0,1.0
2013-05-17,54.0,54.89,53.67,54.89,54.89,22,0.0,1.0
2013-05-20,54.89,54.89,53.01,54.35,54.35,37,0.0,1.0
2013-05-21,54.13,54.9,53.64,53.64,53.64,40,0.0,1.0
2013-05-22,55.15,56.56,54.55,54.55,54.55,41,0.0,1.0
2013-05-23,54.55,55.0,53.87,53.87,53.87,24,0.0,1.0
2013-05-24,54.6,55.21,52.81,53.88,53.88,27,0.0,1.0
2013-05-27,52.8,55.4,52.8,55.38,55.38,24,0.0,1.0
2013-05-28,55.35,55.91,53.88,53.88,53.88,53,0.0,1.0
2013-05-29,54.8,55.0,52.81,53.5,53.5,38,0.0,1.0
2013-05-31,53.5,53.9,50.86,52.3,52.3,54,0.0,1.0
2013-06-03,52.45,53.86,52.3,52.7,52.7,38,0.0,1.0
2013-06-04,52.76,53.87,52.17,52.6,52.6,38,0.0,1.0
2013-06-05,52.55,53.01,51.9,51.9,51.9,60,0.0,1.0
2013-06-06,51.74,51.96,50.85,50.9,50.9,54,0.0,1.0
2013-06-07,51.84,53.01,50.5,50.5,50.5,87,0.0,1.0
2013-06-10,50.5,50.56,47.51,50.25,50.25,87,0.0,1.0
2013-06-11,50.12,50.12,48.51,48.88,48.88,71,0.0,1.0
2013-06-12,48.51,49.7,48.15,49.7,49.7,83,0.0,1.0
2013-06-13,48.5,49.7,48.5,49.32,49.32,22,0.0,1.0
2013-06-14,49.42,49.42,48.14,48.15,48.15,35,0.0,1.0
2013-06-17,48.36,49.41,47.8,47.81,47.81,54,0.0,1.0
2013-06-18,49.41,49.41,47.78,48.37,48.37,41,0.0,1.0
2013-06-19,48.35,48.66,46.76,47.5,47.5,107,0.0,1.0
2013-06-20,45.41,47.05,44.01,46.41,46.41,66,0.0,1.0
2013-06-21,47.73,48.23,45.01,45.01,45.01,95,0.0,1.0
2013-06-24,45.68,45.99,44.01,45.6,45.6,40,0.0,1.0
2013-06-25,45.55,46.18,44.53,46.18,46.18,52,0.0,1.0
2013-06-26,46.72,46.72,44.56,44.56,44.56,42,0.0,1.0
2013-06-27,46.28,47.56,46.28,46.85,46.85,25,0.0,1.0
2013-06-28,46.8,46.8,46.22,46.44,46.44,29,0.0,1.0
2013-07-01,46.3,47.56,45.12,46.1,46.1,39,0.0,1.0
2013-07-02,46.39,46.39,44.26,44.26,44.26,67,0.0,1.0
2013-07-03,43.0,44.9,43.0,43.85,43.85,64,0.0,1.0
2013-07-04,43.96,45.02,42.0,44.98,44.98,49,0.0,1.0
2013-07-05,44.96,45.5,43.63,45.5,45.5,105,0.0,1.0
2013-07-08,44.39,44.6,44.39,44.4,44.4,20,0.0,1.0
2013-07-10,44.0,45.5,44.0,44.54,44.54,32,0.0,1.0
2013-07-11,44.0,45.87,43.05,43.05,43.05,39,0.0,1.0
2013-07-12,45.09,46.23,43.05,44.82,44.82,41,0.0,1.0
2013-07-15,44.7,46.23,44.5,44.71,44.71,44,0.0,1.0
2013-07-16,45.94,45.94,45.1,45.8,45.8,25,0.0,1.0
2013-07-17,45.73,46.89,45.73,46.5,46.5,26,0.0,1.0
2013-07-18,47.16,48.52,46.75,48.52,48.52,25,0.0,1.0
2013-07-19,47.58,47.58,45.4,46.3,46.3,26,0.0,1.0
2013-07-22,46.54,47.76,46.54,47.76,47.76,35,0.0,1.0
2013-07-23,47.72,48.53,47.72,48.53,48.53,38,0.0,1.0
2013-07-24,46.91,47.85,46.72,47.36,47.36,49,0.0,1.0
2013-07-25,45.27,48.4,45.27,48.4,48.4,19,0.0,1.0
2013-07-26,48.14,48.27,48.0,48.15,48.15,10,0.0,1.0
2013-07-29,48.3,48.32,48.15,48.32,48.32,21,0.0,1.0
2013-07-30,48.3,48.65,47.5,47.5,47.5,53,0.0,1.0
2013-07-31,47.59,47.75,47.26,47.26,47.26,28,0.0,1.0
2013-08-01,47.89,48.0,47.3,47.31,47.31,32,0.0,1.0
2013-08-02,48.23,48.72,47.58,47.96,47.96,51,0.0,1.0
2013-08-05,47.47,48.06,47.06,47.5,47.5,16,0.0,1.0
2013-08-06,47.32,47.32,46.24,46.24,46.24,58,0.0,1.0
2013-08-07,46.5,46.8,46.24,46.8,46.8,48,0.0,1.0
2013-08-08,46.98,48.27,46.98,48.27,48.27,38,0.0,1.0
2013-08-09,48.4,49.0,48.1,49.0,49.0,30,0.0,1.0
2013-08-12,49.78,50.39,48.93,48.93,48.93,79,0.0,1.0
2013-08-13,49.33,49.6,49.0,49.6,49.6,29,0.0,1.0
2013-08-14,49.6,50.32,49.4,49.9,49.9,57,0.0,1.0
2013-08-15,49.55,50.1,48.55,49.6,49.6,35,0.0,1.0
2013-08-16,50.0,50.59,50.0,50.59,50.59,24,0.0,1.0
2013-08-19,50.3,50.95,50.07,50.64,50.64,32,0.0,1.0
2013-08-20,50.38,50.69,49.81,50.59,50.59,64,0.0,1.0
2013-08-21,50.42,50.43,49.09,50.43,50.43,26,0.0,1.0
2013-08-22,50.25,50.5,49.65,50.2,50.2,52,0.0,1.0
2013-08-23,50.2,50.83,50.2,50.83,50.83,22,0.0,1.0
2013-08-26,51.25,51.52,50.64,51.52,51.52,75,0.0,1.0
2013-08-27,51.15,51.15,49.16,49.16,49.16,44,0.0,1.0
2013-08-28,49.23,49.33,48.51,48.52,48.52,38,0.0,1.0
2013-08-29,49.2,49.51,48.65,48.65,48.65,41,0.0,1.0
2013-08-30,49.06,50.12,48.52,50.11,50.11,47,0.0,1.0
2013-09-02,50.08,50.76,49.69,50.3,50.3,37,0.0,1.0
2013-09-03,50.3,50.94,50.01,50.01,50.01,29,0.0,1.0
2013-09-04,50.7,50.9,49.75,49.75,49.75,34,0.0,1.0
2013-09-05,50.67,50.93,49.33,50.93,50.93,41,0.0,1.0
2013-09-06,49.0,52.23,49.0,52.2,52.2,106,0.0,1.0
2013-09-09,52.02,53.5,51.5,53.5,53.5,40,0.0,1.0
2013-09-10,52.95,53.45,52.38,53.44,53.44,31,0.0,1.0
2013-09-11,53.0,53.5,52.28,52.28,52.28,27,0.0,1.0
2013-09-12,52.5,52.8,51.78,52.15,52.15,21,0.0,1.0
2013-09-13,51.76,52.63,51.01,52.63,52.63,23,0.0,1.0
2013-09-16,52.83,53.42,52.24,52.24,52.24,44,0.0,1.0
2013-09-17,52.07,52.99,52.07,52.08,52.08,13,0.0,1.0
2013-09-18,53.24,54.48,52.79,54.48,54.48,44,0.0,1.0
2013-09-19,54.23,54.49,54.23,54.49,54.49,9,0.0,1.0
2013-09-20,53.52,53.52,51.62,53.06,53.06,39,0.0,1.0
2013-09-23,53.06,53.06,53.06,53.06,53.06,3,0.0,1.0
2013-09-24,53.14,53.15,53.14,53.15,53.15,7,0.0,1.0
2013-09-25,53.7,53.72,52.7,52.7,52.7,26,0.0,1.0
2013-09-26,52.9,52.9,52.27,52.7,52.7,25,0.0,1.0
2013-09-27,52.55,52.74,52.45,52.45,52.45,12,0.0,1.0
2013-09-30,52.4,54.07,51.27,52.96,52.96,64,0.0,1.0
2013-10-01,51.01,51.85,51.01,51.01,51.01,45,0.0,1.0
2013-10-02,51.95,52.57,51.7,51.7,51.7,35,0.0,1.0
2013-10-03,52.03,52.04,51.05,51.05,51.05,48,0.0,1.0
2013-10-04,51.31,51.73,51.0,51.73,51.73,32,0.0,1.0
2013-10-07,51.5,52.37,51.14,51.14,51.14,37,0.0,1.0
2013-10-08,51.11,51.2,51.0,51.11,51.11,26,0.0,1.0
2013-10-09,51.17,51.17,51.04,51.04,51.04,21,0.0,1.0
2013-10-10,51.63,51.8,50.9,51.8,51.8,43,0.0,1.0
2013-10-11,52.51,52.51,51.29,52.0,52.0,43,0.0,1.0
2013-10-14,51.77,52.91,51.67,52.91,52.91,55,0.0,1.0
2013-10-15,53.0,53.6,53.0,53.5,53.5,34,0.0,1.0
2013-10-16,54.82,55.58,53.4,54.65,54.65,104,0.0,1.0
2013-10-17,54.49,54.5,53.9,53.9,53.9,93,0.0,1.0
2013-10-18,54.0,54.64,53.8,53.8,53.8,40,0.0,1.0
2013-10-21,53.99,54.9,53.44,53.44,53.44,35,0.0,1.0
2013-10-22,54.5,55.5,54.5,55.17,55.17,30,0.0,1.0
2013-10-23,55.25,55.25,54.29,54.29,54.29,45,0.0,1.0
2013-10-24,54.28,54.28,53.26,53.42,53.42,46,0.0,1.0
2013-10-25,53.6,53.68,52.82,52.82,52.82,25,0.0,1.0
2013-10-28,52.85,53.6,52.85,53.6,53.6,40,0.0,1.0
2013-10-29,53.65,53.65,52.02,53.3,53.3,24,0.0,1.0
2013-10-30,53.05,53.72,53.05,53.72,53.72,15,0.0,1.0
2013-10-31,52.94,53.14,52.73,53.14,53.14,22,0.0,1.0
2013-11-01,52.06,52.97,52.06,52.74,52.74,22,0.0,1.0
2013-11-04,52.77,53.35,52.77,53.35,53.35,23,0.0,1.0
2013-11-05,53.28,53.65,52.78,53.1,53.1,45,0.0,1.0
2013-11-06,52.62,52.62,51.91,52.2,52.2,82,0.0,1.0
2013-11-07,52.13,52.6,51.6,51.9,51.9,87,0.0,1.0
2013-11-08,51.58,51.59,50.8,51.35,51.35,34,0.0,1.0
2013-11-11,51.0,51.41,50.91,51.37,51.37,29,0.0,1.0
2013-11-12,51.37,51.56,50.03,50.7,50.7,28,0.0,1.0
2013-11-13,50.5,51.0,50.03,50.93,50.93,59,0.0,1.0
2013-11-14,52.11,52.55,51.39,52.55,52.55,48,0.0,1.0
2013-11-18,54.0,54.0,52.85,52.99,52.99,37,0.0,1.0
2013-11-19,52.99,52.99,51.7,52.61,52.61,43,0.0,1.0
2013-11-21,51.73,51.79,51.07,51.53,51.53,63,0.0,1.0
2013-11-22,51.43,52.21,51.42,51.43,51.43,56,0.0,1.0
2013-11-25,52.2,52.2,50.91,51.15,51.15,71,0.0,1.0
2013-11-26,51.08,51.47,50.02,50.4,50.4,53,0.0,1.0
2013-11-27,50.1,51.99,50.1,51.99,51.99,70,0.0,1.0
2013-11-28,51.99,51.99,51.01,51.17,51.17,52,0.0,1.0
2013-11-29,51.0,51.27,50.53,51.1,51.1,54,0.0,1.0
2013-12-02,51.28,51.28,50.09,51.27,51.27,51,0.0,1.0
2013-12-03,50.02,50.04,49.16,49.2,49.2,108,0.0,1.0
2013-12-04,49.22,49.35,49.03,49.24,49.24,51,0.0,1.0
2013-12-05,49.3,49.67,47.76,49.67,49.67,37,0.0,1.0
2013-12-06,49.45,50.23,49.45,49.45,49.45,56,0.0,1.0
2013-12-09,50.14,50.37,50.01,50.36,50.36,21,0.0,1.0
2013-12-10,49.9,49.91,49.65,49.9,49.9,20,0.0,1.0
2013-12-11,50.23,50.23,47.75,47.75,47.75,61,0.0,1.0
2013-12-12,47.75,48.95,47.75,48.8,48.8,33,0.0,1.0
2013-12-13,49.0,49.33,48.7,48.7,48.7,34,0.0,1.0
2013-12-16,49.14,49.4,49.14,49.4,49.4,12,0.0,1.0
2013-12-17,49.0,49.35,48.71,48.71,48.71,48,0.0,1.0
2013-12-18,48.7,49.53,48.7,49.2,49.2,60,0.0,1.0
2013-12-19,49.54,50.35,49.54,49.99,49.99,73,0.0,1.0
2013-12-20,50.12,50.83,49.87,49.87,49.87,60,0.0,1.0
2013-12-23,49.8,50.26,49.68,50.22,50.22,21,0.0,1.0
2013-12-26,50.11,50.46,50.11,50.44,50.44,16,0.0,1.0
2013-12-27,50.0,50.42,50.0,50.42,50.42,70,0.0,1.0
2013-12-30,50.18,53.44,50.1,50.1,50.1,42,0.0,1.0
2014-01-02,50.23,50.59,49.2,49.23,49.23,62,0.0,1.0
2014-01-03,49.26,52.99,49.02,49.69,49.69,46,0.0,1.0
2014-01-06,49.26,49.68,49.26,49.27,49.27,31,0.0,1.0
2014-01-07,49.84,50.26,49.07,49.07,49.07,61,0.0,1.0
2014-01-08,49.2,49.35,49.06,49.35,49.35,20,0.0,1.0
2014-01-09,49.2,49.2,47.75,49.19,49.19,43,0.0,1.0
2014-01-10,48.22,48.8,47.96,47.97,47.97,44,0.0,1.0
2014-01-13,48.31,49.02,48.16,49.02,49.02,44,0.0,1.0
2014-01-14,48.26,48.43,47.25,47.27,47.27,24,0.0,1.0
2014-01-15,48.38,49.0,48.38,49.0,49.0,41,0.0,1.0
2014-01-16,49.6,49.6,48.88,48.88,48.88,27,0.0,1.0
2014-01-17,47.25,48.54,47.24,47.24,47.24,42,0.0,1.0
2014-01-20,48.0,48.0,47.25,47.8,47.8,19,0.0,1.0
2014-01-21,48.45,48.45,46.76,46.76,46.76,87,0.0,1.0
2014-01-22,47.29,48.29,47.29,47.75,47.75,71,0.0,1.0
2014-01-23,47.9,51.04,46.77,48.0,48.0,42,0.0,1.0
2014-01-24,46.9,47.1,46.43,46.7,46.7,27,0.0,1.0
2014-01-27,46.75,46.84,46.2,46.2,46.2,52,0.0,1.0
2014-01-28,47.07,47.23,46.61,46.61,46.61,57,0.0,1.0
2014-01-29,46.6,47.33,46.0,46.6,46.6,60,0.0,1.0
2014-01-30,46.07,46.85,46.07,46.07,46.07,48,0.0,1.0
2014-01-31,46.25,46.46,45.68,46.46,46.46,29,0.0,1.0
2014-02-03,46.22,46.45,45.4,46.45,46.45,34,0.0,1.0
2014-02-04,45.48,45.98,45.11,45.8,45.8,126,0.0,1.0
2014-02-05,45.76,45.8,45.25,45.8,45.8,46,0.0,1.0
2014-02-06,45.8,46.85,45.38,45.38,45.38,98,0.0,1.0
2014-02-07,47.07,47.07,44.32,46.58,46.58,43,0.0,1.0
2014-02-10,46.65,47.0,44.08,44.08,44.08,43,0.0,1.0
2014-02-11,44.7,50.35,44.08,47.01,47.01,45,0.0,1.0
2014-02-12,47.24,47.24,44.08,44.08,44.08,67,0.0,1.0
2014-02-13,46.85,46.85,46.0,46.6,46.6,28,0.0,1.0
2014-02-14,46.51,47.0,46.44,46.44,46.44,58,0.0,1.0
2014-02-17,47.0,47.15,47.0,47.15,47.15,8,0.0,1.0
2014-02-18,46.49,46.5,45.68,45.68,45.68,88,0.0,1.0
2014-02-19,45.42,47.99,43.33,45.0,45.0,95,0.0,1.0
2014-02-20,45.75,46.27,45.48,46.27,46.27,27,0.0,1.0
2014-02-21,43.16,47.99,43.16,43.16,43.16,8,0.0,1.0
2014-02-24,44.01,48.0,44.01,48.0,48.0,19,0.0,1.0
2014-02-25,47.98,47.98,45.56,46.99,46.99,26,0.0,1.0
2014-02-26,46.99,46.99,45.1,45.8,45.8,34,0.0,1.0
2014-02-27,45.8,46.5,44.01,46.37,46.37,35,0.0,1.0
2014-02-28,46.65,47.0,45.0,47.0,47.0,31,0.0,1.0
2014-03-05,46.08,47.0,45.9,47.0,47.0,22,0.0,1.0
2014-03-06,46.39,46.5,43.18,46.46,46.46,61,0.0,1.0
2014-03-07,45.92,46.0,43.16,45.3,45.3,60,0.0,1.0
2014-03-10,44.8,46.59,43.78,44.25,44.25,71,0.0,1.0
2014-03-11,44.01,45.99,44.0,45.99,45.99,30,0.0,1.0
2014-03-12,44.52,44.79,44.01,44.5,44.5,46,0.0,1.0
2014-03-13,44.7,45.96,43.76,45.96,45.96,40,0.0,1.0
2014-03-14,44.36,45.99,43.85,45.99,45.99,47,0.0,1.0
2014-03-17,43.27,44.22,43.16,43.53,43.53,35,0.0,1.0
2014-03-18,44.05,46.0,44.05,46.0,46.0,41,0.0,1.0
2014-03-20,45.12,46.27,44.98,44.98,44.98,59,0.0,1.0
2014-03-21,45.51,46.6,43.15,43.16,43.16,64,0.0,1.0
2014-03-24,46.0,46.75,46.0,46.0,46.0,29,0.0,1.0
2014-03-25,46.7,48.99,43.06,48.99,48.99,57,0.0,1.0
2014-03-26,47.3,48.98,46.51,47.0,47.0,36,0.0,1.0
2014-03-27,47.5,48.99,47.5,48.31,48.31,38,0.0,1.0
2014-03-28,47.98,49.0,47.98,48.2,48.2,58,0.0,1.0
2014-03-31,48.2,49.15,46.01,46.01,46.01,69,0.0,1.0
2014-04-01,49.29,49.67,48.5,49.01,49.01,46,0.0,1.0
2014-04-02,49.0,50.59,48.91,50.45,50.45,58,0.0,1.0
2014-04-03,48.04,50.97,48.04,48.06,48.06,32,0.0,1.0
2014-04-04,50.35,50.98,49.93,50.0,50.0,45,0.0,1.0
2014-04-07,49.87,51.55,49.87,51.55,51.55,21,0.0,1.0
2014-04-08,50.89,52.0,48.05,51.15,51.15,58,0.0,1.0
2014-04-09,49.57,49.8,49.5,49.5,49.5,28,0.0,1.0
2014-04-10,50.0,50.0,49.03,49.55,49.55,17,0.0,1.0
2014-04-11,49.86,50.5,49.5,50.01,50.01,23,0.0,1.0
2014-04-14,51.55,51.55,50.0,50.0,50.0,53,0.0,1.0
2014-04-15,50.0,50.0,48.71,48.71,48.71,19,0.0,1.0
2014-04-16,49.0,49.99,48.05,48.05,48.05,42,0.0,1.0
2014-04-17,49.74,50.9,49.58,49.58,49.58,16,0.0,1.0
2014-04-22,50.46,51.06,50.46,50.77,50.77,25,0.0,1.0
2014-04-23,51.0,51.0,50.12,50.64,50.64,21,0.0,1.0
2014-04-24,50.48,50.49,49.93,50.1,50.1,22,0.0,1.0
2014-04-25,50.0,50.1,49.9,49.9,49.9,17,0.0,1.0
2014-04-28,49.81,50.0,49.68,49.7,49.7,26,0.0,1.0
2014-04-29,50.05,50.92,50.05,50.5,50.5,53,0.0,1.0
2014-04-30,50.3,51.98,50.0,50.25,50.25,38,0.0,1.0
2014-05-02,50.35,51.29,48.32,51.21,51.21,42,0.0,1.0
2014-05-05,51.21,52.0,51.21,52.0,52.0,25,0.0,1.0
2014-05-06,52.05,52.95,49.02,52.95,52.95,58,0.0,1.0
2014-05-07,52.5,54.0,49.5,54.0,54.0,48,0.0,1.0
2014-05-08,52.67,52.67,51.02,52.29,52.29,25,0.0,1.0
2014-05-09,52.3,52.3,51.87,51.87,51.87,26,0.0,1.0
2014-05-12,52.49,52.6,52.01,52.56,52.56,33,0.0,1.0
2014-05-13,52.5,52.99,52.4,52.7,52.7,34,0.0,1.0
2014-05-14,52.75,52.91,52.51,52.91,52.91,25,0.0,1.0
2014-05-15,52.98,52.98,52.06,52.06,52.06,52,0.0,1.0
2014-05-16,52.63,52.63,52.5,52.55,52.55,18,0.0,1.0
2014-05-19,52.64,52.64,51.81,51.99,51.99,43,0.0,1.0
2014-05-20,52.2,52.35,49.01,49.01,49.01,47,0.0,1.0
2014-05-21,51.09,51.5,51.0,51.0,51.0,49,0.0,1.0
2014-05-22,51.5,54.99,51.0,51.5,51.5,80,0.0,1.0
2014-05-23,51.41,51.8,51.25,51.8,51.8,16,0.0,1.0
2014-05-26,51.26,51.52,51.26,51.45,51.45,20,0.0,1.0
2014-05-27,51.6,51.9,50.8,51.3,51.3,28,0.0,1.0
2014-05-28,50.82,51.44,50.51,51.38,51.38,23,0.0,1.0
2014-05-29,51.3,51.59,50.04,50.04,50.04,43,0.0,1.0
2014-05-30,50.65,50.65,49.02,49.02,49.02,62,0.0,1.0
2014-06-02,50.09,50.5,50.01,50.34,50.34,55,0.0,1.0
2014-06-03,50.28,50.8,50.26,50.8,50.8,41,0.0,1.0
2014-06-04,50.31,50.4,50.3,50.3,50.3,18,0.0,1.0
2014-06-05,50.25,50.99,50.2,50.2,50.2,49,0.0,1.0
2014-06-06,52.43,52.43,50.26,51.71,51.71,25,0.0,1.0
2014-06-09,51.79,54.93,51.7,52.89,52.89,29,0.0,1.0
2014-06-10,52.65,53.1,52.61,53.1,53.1,69,0.0,1.0
2014-06-11,53.16,54.0,53.16,53.5,53.5,74,0.0,1.0
2014-06-13,53.74,53.74,53.4,53.4,53.4,42,0.0,1.0
2014-06-16,51.11,53.35,51.11,53.2,53.2,34,0.0,1.0
2014-06-17,52.0,52.9,52.0,52.9,52.9,8,0.0,1.0
2014-06-18,52.79,54.2,52.61,54.2,54.2,32,0.0,1.0
2014-06-20,53.78,54.0,52.06,54.0,54.0,27,0.0,1.0
2014-06-23,53.3,53.3,52.51,53.0,53.0,31,0.0,1.0
2014-06-24,52.76,53.5,52.76,53.0,53.0,27,0.0,1.0
2014-06-25,52.05,53.0,52.05,52.05,52.05,12,0.0,1.0
2014-06-26,52.3,52.3,51.08,51.08,51.08,11,0.0,1.0
2014-06-27,52.02,52.15,51.64,51.64,51.64,30,0.0,1.0
2014-06-30,51.8,51.8,51.48,51.7,51.7,33,0.0,1.0
2014-07-01,51.6,51.8,51.07,51.07,51.07,56,0.0,1.0
2014-07-02,51.06,52.0,51.06,51.4,51.4,27,0.0,1.0
2014-07-03,51.55,52.23,51.4,52.23,52.23,35,0.0,1.0
